airport_icao,le_ident,he_ident,length_ft,length_m,width_ft,width_m,surface,lighted,closed,le_latitude,le_longitude,le_elevation_ft,le_heading_deg,le_displaced_threshold_ft,le_displaced_threshold_m,he_latitude,he_longitude,he_elevation_ft,he_heading_deg,he_displaced_threshold_ft,he_displaced_threshold_m,centerline_bearing_deg
05B,NW,SE,4000,1219.2,200,61,water,false,false,,,,,0,0,,,,,0,0,
05CA,H1,,78,23.8,78,23.8,concrete,false,false,,,,,0,0,,,,,0,0,
05CL,10,28,3700,1127.8,60,18.3,asphalt,true,false,38.613,-122.397,618,116,840,256,38.609,-122.386,618,,340,103.6,115
05CO,18,36,2650,807.7,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
05CT,H1,,50,15.2,50,15.2,asphalt,false,false,,,,,0,0,,,,,0,0,
05FA,08,26,2950,899.2,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
05FD,H1,,95,29,95,29,turf,false,false,,,,,0,0,,,,,0,0,
05FL,09,27,2900,883.9,60,18.3,turf,false,false,,,,,420,128,,,,,0,0,
05FL,15,33,1300,396.2,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
05GA,18,36,2200,670.6,60,18.3,asphalt,false,false,,,,,0,0,,,,,0,0,
05IA,09,27,2450,746.8,65,19.8,turf,false,false,,,,,0,0,,,,,0,0,
05ID,03,21,2000,609.6,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
05IL,10,28,3200,975.4,70,21.3,turf,false,false,,,,,700,213.4,,,,,675,205.7,
05IN,08,26,2000,609.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
05IS,09,27,2000,609.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
05KS,17,35,2300,701,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
05KT,9,27,600,182.9,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
05KY,02,20,1270,387.1,75,22.9,turf,false,false,,,,,150,45.7,,,,,0,0,
05LA,18,36,2200,670.6,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
05LL,H1,,120,36.6,120,36.6,asphalt,false,false,,,,,0,0,,,,,0,0,
05LS,02,20,2300,701,100,30.5,turf,false,false,31.247,-92.478,,22.4,0,0,31.253,-92.476,,,1000,304.8,15.9
05MA,H1,,100,30.5,40,12.2,asphalt,false,false,,,,,0,0,,,,188,0,0,
05MD,18,36,2700,823,80,24.4,turf,false,false,,,,,500,152.4,,,,,0,0,
05ME,E,W,900,274.3,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
05MS,H1,,40,12.2,40,12.2,concrete,true,false,,,,,0,0,,,,,0,0,
05NE,15,33,3210,978.4,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
05NH,H1,,100,30.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
05NJ,H1,,60,18.3,60,18.3,concrete,true,false,,,,,0,0,,,,,0,0,
05NR,16,34,1235,376.4,75,22.9,turf,false,false,,,,160,0,0,,,,340,0,0,
05NY,H1,,75,22.9,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
05OG,H1,,50,15.2,50,15.2,asphalt,true,false,,,,,0,0,,,,,0,0,
05OI,09,27,2000,609.6,100,30.5,turf,false,false,,,,,0,0,,,,,500,152.4,
05OR,11,29,2600,792.5,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
05OR,H1,,75,22.9,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
05PA,H1,,70,21.3,70,21.3,asphalt,false,false,,,,,0,0,,,,,0,0,
05PN,H1,,120,36.6,120,36.6,asphalt,false,false,,,,,0,0,,,,,0,0,
05PS,06,24,2219,676.4,100,30.5,turf,false,false,40.141,-77.866,,,320,97.5,40.146,-77.86,,,0,0,42.5
05S,09,27,2940,896.1,45,13.7,turf,false,false,,,,,0,0,,,,,0,0,
05TA,17,35,2200,670.6,100,30.5,turf,false,false,,,,,240,73.2,,,,,0,0,
05TE,15,33,1500,457.2,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
05TS,17,35,1700,518.2,90,27.4,turf,false,false,,,,,0,0,,,,,0,0,
05TX,15,33,2075,632.5,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
05V,03,21,6160,1877.6,52,15.8,dirt,false,false,37.405,-105.56,7696,41,0,0,37.417,-105.546,7720,221,0,0,42.8
05VA,18,36,2000,609.6,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
05VT,H1,,80,24.4,80,24.4,concrete,false,false,,,,,0,0,,,,,0,0,
05WA,H1,,40,12.2,40,12.2,concrete,false,false,,,2220,,0,0,,,,,0,0,
05WI,E,W,1800,548.6,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
05WN,09,27,1700,518.2,50,15.2,turf,false,false,,,,,0,0,,,,292.2,0,0,
05XS,01,19,2600,792.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
05Y,17,35,3199,975.1,200,61,turf,true,false,46.308,-95.442,1440,,0,0,46.3,-95.442,1455,,0,0,180
06AK,02,20,2000,609.6,40,12.2,gravel,false,false,,,,,0,0,,,,,0,0,
06AL,H1,,1600,487.7,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
06AL,H2,,1600,487.7,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
06AL,H3,,1600,487.7,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
06AL,H4,,1600,487.7,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
06AL,H5,,1600,487.7,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
06AL,H6,,1600,487.7,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
06AL,H7,,1600,487.7,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
06AR,16,34,2900,883.9,125,38.1,turf,true,false,,,,,0,0,,,,,0,0,
06AZ,H1,,80,24.4,80,24.4,concrete,true,false,,,,,0,0,,,,,0,0,
06B,02,20,15000,4572,4000,1219.2,water,false,false,,,,,0,0,,,,,0,0,
06CA,H1,,20,6.1,20,6.1,concrete,false,false,,,,,0,0,,,,,0,0,
06CL,H1,,46,14,46,14,concrete,true,false,,,,,0,0,,,,,0,0,
06CO,17,35,4500,1371.6,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
06CT,Hi,,50,15.2,50,15.2,concrete,true,false,,,,,0,0,,,,,0,0,
06FA,09,27,7003,2134.5,150,45.7,asphalt,true,false,26.908,-80.339,28,90,241,73.5,26.908,-80.318,28,270,241,73.5,90
06FD,18,36,3400,1036.3,120,36.6,turf,false,false,,,,,0,0,,,,,0,0,
06FL,H1,,200,61,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
06GA,H1,,300,91.4,300,91.4,turf,false,false,,,,,0,0,,,,,0,0,
06I,E,W,16000,4876.8,3500,1066.8,water,false,false,,,,,0,0,,,,,0,0,
06IA,09,27,1700,518.2,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
06ID,09,27,2200,670.6,80,24.4,gravel,false,false,,,,,0,0,,,,,0,0,
06IL,09,27,2580,786.4,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
06IS,18,36,2600,792.5,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
06KS,H1,,25,7.6,25,7.6,turf,false,false,,,,,0,0,,,,,0,0,
06LA,H1,,39,11.9,39,11.9,concrete,false,false,,,,,0,0,,,,,0,0,
06LS,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
06MA,H1,,15,4.6,15,4.6,asphalt,false,false,,,,,0,0,,,,,0,0,
06MD,H1,,60,18.3,60,18.3,concrete,true,false,,,,,0,0,,,,,0,0,
06MI,H1,,45,13.7,45,13.7,concrete,true,false,,,,,0,0,,,,,0,0,
06MI,H2,,45,13.7,45,13.7,asphalt,false,false,,,,,0,0,,,,,0,0,
06MO,15,33,3000,914.4,30,9.1,asphalt,true,false,39.235,-94.806,,156.6,0,0,39.228,-94.802,,,0,0,156.1
06MT,E,W,2200,670.6,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
06N,08,26,2810,856.5,60,18.3,asphalt,true,false,41.43,-74.396,503,62,563,171.6,41.434,-74.387,521,242,0,0,59.3
06NC,09,27,2600,792.5,90,27.4,turf,false,false,,,,,0,0,,,,,500,152.4,
06ND,08,26,2800,853.4,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
06NE,H1,,130,39.6,95,29,concrete,false,false,,,,,0,0,,,,,0,0,
06NH,17,35,1900,579.1,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
06NY,15,33,2000,609.6,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
06O1,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
06OH,09,27,2800,853.4,100,30.5,turf,false,false,,,,,100,30.5,,,,,0,0,
06OI,09,27,2256,687.6,45,13.7,turf,false,false,,,,,0,0,,,,,48,14.6,
06OK,H1,,300,91.4,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
06OR,N,S,1000,304.8,80,24.4,gravel,false,false,,,,,0,0,,,,,0,0,
06PA,08,26,2965,903.7,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
06PN,H1,,15,4.6,15,4.6,concrete,false,false,,,,,0,0,,,,,0,0,
06PN,H2,,80,24.4,80,24.4,asphalt,false,false,,,,,0,0,,,,,0,0,
06TA,N,S,1900,579.1,15,4.6,gravel,false,false,,,,,0,0,,,,,0,0,
06TE,08,26,3500,1066.8,50,15.2,asphalt,false,false,30.312,-95.031,,83.9,0,0,30.313,-95.023,,,0,0,81.8
06TN,5,23,2000,609.6,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
06TT,13,31,3129,953.7,75,22.9,turf,false,false,30.863,-100.206,2165,,0,0,30.857,-100.198,2152,,0,0,131.1
06TX,01,19,1680,512.1,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
06VA,05,23,2000,609.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
06WA,H1,,60,18.3,40,12.2,asphalt,false,false,,,,,0,0,,,,,0,0,
06WN,09,27,2845,867.2,30,9.1,asphalt,true,false,46.926,-122.558,,,528,160.9,46.924,-122.548,,273.9,64,19.5,106.3
06XS,16,34,1750,533.4,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
06Y,14,32,2997,913.5,60,18.3,asphalt,true,false,45.833,-96.164,1055,,0,0,45.826,-96.157,1068,,0,0,145.1
07AL,H1,,6000,1828.8,1200,365.8,turf,false,false,,,,,0,0,,,,,0,0,
07AR,11,29,3000,914.4,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
07B,16,34,3186,971.1,100,30.5,turf,false,false,44.452,-68.573,363,,0,0,44.444,-68.567,322,,0,0,151.8
07CL,16,34,2220,676.7,50,15.2,asphalt,true,false,,,100,,0,0,,,100,,0,0,
07CO,02,20,3100,944.9,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
07FA,04,22,4500,1371.6,70,21.3,asphalt,true,false,25.321,-80.279,,40,0,0,25.33,-80.27,,,500,152.4,42.1
07GA,09,27,1700,518.2,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
07GE,3,21,1860,566.9,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
07I,NE,SW,15000,4572,4000,1219.2,water,false,false,,,,,0,0,,,,,0,0,
07IA,18,36,1600,487.7,60,18.3,turf,false,false,40.65,-95.022,971,177,0,0,40.646,-95.021,969,357,0,0,169.3
07II,H1,,60,18.3,60,18.3,concrete,true,false,,,,,0,0,,,,,0,0,
07IN,N,S,1860,566.9,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
07K,15,33,3700,1127.8,60,18.3,concrete,true,false,41.116,-98.053,1715,,0,0,41.107,-98.049,1716,,0,0,161.5
07KS,18,36,2000,609.6,45,13.7,turf,false,false,,,,,0,0,,,,,0,0,
07KY,11,29,2000,609.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
07LS,H1,,50,15.2,50,15.2,concrete,false,false,,,,,0,0,,,,,0,0,
07MA,H1,,120,36.6,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
07MD,17,35,1000,304.8,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
07ME,H1,,900,274.3,200,61,turf,false,false,,,,,0,0,,,,,0,0,
07MI,09,27,2904,885.1,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
07MN,E,W,2600,792.5,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
07MO,17,35,2700,823,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
07MT,10,28,13500,4114.8,300,91.4,concrete,true,false,48.43,-106.552,2757,120,0,0,48.412,-106.504,2748,300,0,0,119.5
07N,16,34,2200,670.6,100,30.5,turf,false,false,,,,,370,112.8,,,,,100,30.5,
07NC,08,26,2000,609.6,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
07NH,05W,23W,2500,762,200,61,water,false,false,,,,,0,0,,,,,0,0,
07NH,17W,35W,2500,762,200,61,water,false,false,,,,,0,0,,,,,0,0,
07NJ,H1,,45,13.7,45,13.7,asphalt,false,false,,,,,0,0,,,,,0,0,
07NY,H1,,50,15.2,50,15.2,asphalt,true,false,,,,,0,0,,,,,0,0,
07OK,17,35,2400,731.5,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
07OR,17,35,1200,365.8,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
07PN,09,27,2000,609.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
07PR,H1,,45,13.7,45,13.7,concrete,true,false,,,,,0,0,,,,,0,0,
07TA,06,24,2204,671.8,125,38.1,turf,false,false,,,,,0,0,,,,,0,0,
07TA,H1,H1,200,61,200,61,concrete,true,false,,,,,0,0,,,,,0,0,
07TE,13,31,5000,1524,100,30.5,asphalt,false,false,27.726,-97.518,39,134,0,0,27.716,-97.506,,,0,0,133.3
07TS,17,35,2500,762,75,22.9,turf,true,false,,,,,0,0,,,,,0,0,
07TX,H1,,400,121.9,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
07VA,16,34,1600,487.7,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
07VT,05,23,526,160.3,20,6.1,turf,false,false,,,,,0,0,,,,,0,0,
07VT,14,32,595,181.4,20,6.1,turf,false,false,,,,,0,0,,,,,0,0,
07WA,H1,,53,16.2,53,16.2,concrete,false,false,,,,,0,0,,,,,0,0,
07WY,13,31,2200,670.6,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
07XA,H1,-,37,11.3,37,11.3,concrete,false,false,,,,,0,0,,,,,0,0,
07XS,H1,,30,9.1,30,9.1,concrete,false,false,,,,,0,0,,,,,0,0,
07Y,16,34,2902,884.5,150,45.7,turf,false,false,46.959,-93.599,,,0,0,46.952,-93.596,,,0,0,163.7
08AK,01,19,1200,365.8,80,24.4,gravel,false,false,,,,,0,0,,,,,0,0,
08AL,9W,27W,4000,1219.2,200,61,water,false,false,,,,,0,0,,,,,0,0,
08AN,7,25,1300,396.2,50,15.2,gvl,false,false,,,892,90,0,0,,,871,270,0,0,
08AZ,H1,,42,12.8,42,12.8,concrete,false,false,,,,,0,0,,,,,0,0,
08B,14,32,1935,589.8,100,30.5,turf,true,false,44.002,-69.89,56,,417,127.1,43.998,-69.884,57,,143,43.6,132.8
08CA,H1,,60,18.3,60,18.3,asphalt,false,false,,,,,0,0,,,,,0,0,
08CL,E,W,2000,609.6,50,15.2,dirt,false,false,,,,,0,0,,,,,0,0,
08CN,H1,,50,15.2,50,15.2,concrete,true,false,,,,,0,0,,,,334,0,0,
08CO,09,27,2600,792.5,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
08CT,01,19,4700,1432.6,1400,426.7,water,false,false,,,,,0,0,,,,,0,0,
08F,18,36,3862,1177.1,40,12.2,concrete,false,false,,,,,200,61,,,,,200,61,
08FA,09,27,3165,964.7,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
08FD,18,36,4138,1261.3,104,31.7,turf,false,false,,,,,0,0,,,,,0,0,
08FL,03,21,2500,762,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
08G,H1,,60,18.3,56,17.1,asphalt,false,false,,,,,0,0,,,,,0,0,
08GA,03,21,5000,1524,150,45.7,turf,true,false,,,,,0,0,,,,,0,0,
08GE,H1,,50,15.2,50,15.2,concrete,false,false,,,,,0,0,,,,,0,0,
08ID,NW,SE,2500,762,60,18.3,gravel,false,false,,,,,0,0,,,,,0,0,
08II,H1,,30,9.1,30,9.1,concrete,false,false,,,,,0,0,,,,,0,0,
08IN,13W,31W,5000,1524,1500,457.2,water,false,false,,,,,0,0,,,,,0,0,
08IS,18,36,1320,402.3,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
08KS,17,35,2500,762,70,21.3,gravel,true,false,,,,,0,0,,,,,0,0,
08KT,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
08KY,09,27,2500,762,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
08LA,H1,,30,9.1,15,4.6,turf,false,false,,,,,0,0,,,,,0,0,
08LL,18,36,2190,667.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
08LS,18,36,2000,609.6,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
08MA,04,22,1000,304.8,18,5.5,asphalt,false,false,,,,,0,0,,,,,0,0,
08MD,H1,,45,13.7,45,13.7,pierced steel planking,true,false,,,,,0,0,,,,,0,0,
08ME,13,31,3200,975.4,90,27.4,turf,false,false,,,,,0,0,,,,,0,0,
08MI,H1,,60,18.3,60,18.3,roof-top,true,false,,,,,0,0,,,,,0,0,
08MN,18,36,11088,3379.6,6000,1828.8,water,false,false,,,,,0,0,,,,,0,0,
08MO,03,21,2640,804.7,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
08MO,18,36,2140,652.3,48,14.6,turf,false,false,,,,,0,0,,,,,0,0,
08MS,07,25,3725,1135.4,50,15.2,asphalt,true,false,34.66,-89.874,,70,0,0,34.664,-89.863,,,0,0,66.1
08MT,07,25,2600,792.5,80,24.4,dirt,false,false,,,,,0,0,,,,,0,0,
08N,07,25,2692,820.5,120,36.6,turf,true,false,,,,,275,83.8,,,,,0,0,
08NC,18,36,3200,975.4,50,15.2,turf,false,false,,,,,350,106.7,,,,190,0,0,
08ND,17,35,1300,396.2,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
08NE,11,29,3000,914.4,100,30.5,turf,true,false,,,,,0,0,,,,,0,0,
08NH,H1,,80,24.4,80,24.4,concrete,true,false,,,,,0,0,,,,,0,0,
08NJ,H1,,90,27.4,90,27.4,asphalt,false,false,,,,,0,0,,,,,0,0,
08NR,2,20,1400,426.7,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
08NY,01,19,550,167.6,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
08NY,10,28,500,152.4,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
08OH,E,W,3000,914.4,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
08OK,08,26,1800,548.6,50,15.2,turf,true,false,,,,,0,0,,,,,0,0,
08OL,18,36,1029,313.6,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
08OR,18,36,2800,853.4,20,6.1,gravel,false,false,,,,,0,0,,,,,0,0,
08PA,H1,,200,61,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
08PN,H1,,50,15.2,50,15.2,asphalt,false,false,,,,,0,0,,,,,0,0,
08R,11,29,2129,648.9,30,9.1,asphalt,true,false,41.49,-71.624,130,,0,0,41.489,-71.617,127,,130,39.6,100.8
08SD,H1,,42,12.8,42,12.8,concrete,false,false,,,,,0,0,,,,,0,0,
08TA,H1,,200,61,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
08TT,4,22,2015,614.2,75,22.9,concrete,false,false,,,,,0,0,,,,,0,0,
08TX,09,27,2100,640.1,30,9.1,turf,true,false,,,,,0,0,,,,,0,0,
08TX,18,36,1800,548.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
08U,01,19,3600,1097.3,50,15.2,dirt,false,false,,,,,0,0,,,,,0,0,
08UT,10,28,5200,1585,50,15.2,dirt,false,false,38.339,-109.142,7175,,0,0,38.331,-109.128,7175,,0,0,126.1
08VA,09,27,1200,365.8,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
08XS,03,21,2350,716.3,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
09AA,H1,H1,22,6.7,24,7.3,deck,false,false,,,,,0,0,,,,,0,0,
09AK,06,24,1300,396.2,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
09AR,H1,,135,41.1,100,30.5,asphalt,false,false,,,,,0,0,,,,,0,0,
09AZ,06,24,2350,716.3,80,24.4,dirt,false,false,,,,,0,0,,,,,0,0,
09CA,H1,,65,19.8,65,19.8,asphalt,true,false,,,,,0,0,,,,,0,0,
09CL,01,19,2834,863.8,50,15.2,asphalt,false,false,39.11,-121.059,2240,26,0,0,39.118,-121.054,2310,,0,0,25.9
09CN,H2,,50,15.2,50,15.2,concrete,true,false,,,,,0,0,,,,,0,0,
09CO,09,27,3200,975.4,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
09FA,18,36,4800,1463,50,15.2,asphalt,true,false,27.252,-81.413,,180,0,0,27.239,-81.413,,,0,0,180
09FD,18,36,2649,807.4,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
09FL,H1,,46,14,46,14,turf,false,false,,,,,0,0,,,,,0,0,
09GA,09,27,2400,731.5,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
09I,05,23,5000,1524,1000,304.8,water,false,false,,,,,0,0,,,,,0,0,
09I,08,26,5000,1524,1000,304.8,water,false,false,,,,,0,0,,,,,0,0,
09IA,09,27,2700,823,80,24.4,asphalt,false,false,,,,,0,0,,,,,0,0,
09ID,09,27,2300,701,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
09II,E,W,1600,487.7,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
09IN,09,27,2200,670.6,70,21.3,turf,true,false,,,,,0,0,,,,,0,0,
09IN,18,36,2200,670.6,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
09IS,H1,,39,11.9,31,9.4,concrete,false,false,,,,,0,0,,,,,0,0,
09KS,17,35,2500,762,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
09KY,H1,,50,15.2,50,15.2,concrete,false,false,,,,,0,0,,,,,0,0,
09LA,H1,,50,15.2,50,15.2,concrete,false,false,,,,,0,0,,,,,0,0,
09LL,17,35,2300,701,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
09LS,H1,,40,12.2,40,12.2,concrete,true,false,,,,,0,0,,,,,0,0,
09MA,09,27,1700,518.2,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
09MA,15,33,2000,609.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
09MD,H1,,40,12.2,40,12.2,concrete/turf,true,false,,,,,0,0,,,,,0,0,
09ME,04,22,2000,609.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
09MI,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
09MO,E,W,1320,402.3,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
09MT,7,25,4018,1224.7,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
09N,02,20,1863,567.8,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
09NC,16,34,2400,731.5,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
09NE,18,36,2500,762,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
09NJ,H1,,100,30.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
09NR,9,27,1800,548.6,35,10.7,turf,false,false,,,,,0,0,,,,,0,0,
09NR,H1,H1,24,7.3,24,7.3,concrete,false,false,,,,,0,0,,,,,0,0,
09NR,H2,H2,24,7.3,24,7.3,concrete,false,false,,,,,0,0,,,,,0,0,
09NV,H1,,40,12.2,40,12.2,concrete,true,false,,,,,0,0,,,,,0,0,
09NY,H1,,100,30.5,100,30.5,asphalt,false,false,,,,,0,0,,,,,0,0,
09OH,H1,,35,10.7,35,10.7,concrete/dirt,true,false,,,,,0,0,,,,,0,0,
09OK,01,19,2500,762,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
09OR,H1,,50,15.2,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
09PA,06,24,2300,701,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
09S,16,34,1765,538,100,30.5,turf,false,false,48.843,-117.284,2621,,0,0,48.839,-117.284,2603,,0,0,180
09TA,17,35,1600,487.7,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
09TE,16,34,2815,858,45,13.7,turf,false,false,,,,,0,0,,,,,0,0,
09TN,H1,,80,24.4,80,24.4,concrete,false,false,,,,,0,0,,,,,0,0,
09TS,09,27,4083,1244.5,42,12.8,asphalt,false,false,29.482,-103.171,,90,0,0,29.482,-103.158,,,0,0,90
09TX,10,28,2340,713.2,120,36.6,turf,false,false,,,,,0,0,,,,,0,0,
09TX,14,32,1220,371.9,120,36.6,turf,false,false,,,,,0,0,,,,,0,0,
09TX,E,W,5200,1585,120,36.6,turf,false,false,,,,,0,0,,,,,0,0,
09VA,05,23,1100,335.3,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
09VG,H1,,96,29.3,60,18.3,concrete,true,false,,,,,0,0,,,,,0,0,
09W,H1,,60,18.3,60,18.3,asphalt,false,false,,,,,0,0,,,,,0,0,
09WA,H1,,60,18.3,60,18.3,concrete,false,false,,,,,0,0,,,,,0,0,
09WI,N,S,2500,762,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
09XS,H1,,90,27.4,90,27.4,concrete,false,false,,,,,0,0,,,,,0,0,
09Y,17,35,8000,2438.4,500,152.4,water,false,false,,,,,0,0,,,,,0,0,
0AA7,18,36,2539,773.9,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
0AK0,08,26,1050,320,70,21.3,turf,false,false,,,,,0,0,,,,220.6,250,76.2,
0AK1,06W,24W,2800,853.4,500,152.4,water,false,false,,,,,0,0,,,,,0,0,
0AK1,08,26,1800,548.6,40,12.2,gravel,false,false,,,,,200,61,,,,,0,0,
0AK2,03,21,1000,304.8,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
0AK3,14,32,1000,304.8,40,12.2,turf,false,false,,,,,0,0,,,,,0,0,
0AK5,02,20,1550,472.4,120,36.6,turf,false,false,,,,,0,0,,,,,0,0,
0AK6,11,29,1800,548.6,70,21.3,dirt,false,false,,,,,0,0,,,,,0,0,
0AK7,06,24,2400,731.5,75,22.9,gravel,true,false,,,,,0,0,,,,,0,0,
0AK9,17,35,2000,609.6,30,9.1,gravel,false,false,,,,,0,0,,,,,0,0,
0AL0,H1,,90,27.4,90,27.4,asphalt,false,false,,,,,0,0,,,,,0,0,
0AL1,17,35,2640,804.7,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
0AL2,H1,,24,7.3,21,6.4,concrete,false,false,,,,,0,0,,,,,0,0,
0AL3,H1,,24,7.3,24,7.3,concrete,false,false,,,,,0,0,,,,,0,0,
0AL4,H1,,30,9.1,30,9.1,concrete,false,false,,,,,0,0,,,,,0,0,
0AL5,15,33,2200,670.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
0AL6,H1,,49,14.9,49,14.9,asphalt,false,false,,,,,0,0,,,,,0,0,
0AL7,H1,,30,9.1,30,9.1,concrete,false,false,,,,,0,0,,,,,0,0,
0AL8,H1,,55,16.8,55,16.8,asphalt,false,false,,,,,0,0,,,,,0,0,
